task_id,schedule_index,workload_id,unit_id,method_id,replicate_index,task_status,endpoint_status,post_execution_hard_violation_rate,hard_violation_event_count,executed_event_count,execution_observation_available_event_count,execution_observation_missing_event_count,durably_completed_event_count
r8c-2577-677daee593660bdf,2577,E1_ROLLING,RR-INTERMITTENT/3,MATCHED_SHADE_STYLE_PARETO,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,13,7,20
r8c-2578-a3b482b44654fbf0,2578,E1_ROLLING,RR-INTERMITTENT/3,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,13,7,20
r8c-2579-515e22d107d7abd2,2579,E1_ROLLING,RR-INTERMITTENT/3,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,13,7,20
r8c-2580-4bbcecb7e6e59ffc,2580,E1_ROLLING,RR-INTERMITTENT/4,DT-RAMDE_TS2_FULL,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,13,7,20
r8c-2581-bc9644be6bded0ac,2581,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_FIXED_DE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2582-758c48c671953e4a,2582,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_JDE_STYLE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2583-099fcf445de8c93d,2583,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_SHADE_STYLE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2584-0a0debadf0ba2d70,2584,E1_ROLLING,RR-INTERMITTENT/4,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2585-9c98ea47ff8ec8d1,2585,E1_ROLLING,RR-INTERMITTENT/4,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2586-a8d0a46cbd27c7c3,2586,E1_ROLLING,RR-INTERMITTENT/4,DT-RAMDE_TS2_FULL,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,15,5,20
r8c-2587-dab5ee41739a583c,2587,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_FIXED_DE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2588-c488ba959545f674,2588,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_JDE_STYLE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,15,5,20
r8c-2589-1fb51feb8fc87407,2589,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_SHADE_STYLE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2590-f364efe04a7c905e,2590,E1_ROLLING,RR-INTERMITTENT/4,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,15,5,20
r8c-2591-3d6b2df864ff31e6,2591,E1_ROLLING,RR-INTERMITTENT/4,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,15,5,20
r8c-2592-0e649863658518be,2592,E1_ROLLING,RR-INTERMITTENT/4,DT-RAMDE_TS2_FULL,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,14,6,20
r8c-2593-6ee3b2e190c5b2ca,2593,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_FIXED_DE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,15,5,20
r8c-2594-dea58a477f61efdf,2594,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_JDE_STYLE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2595-2630117a9749f300,2595,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_SHADE_STYLE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,15,5,20
r8c-2596-14afb4fcccc9ab35,2596,E1_ROLLING,RR-INTERMITTENT/4,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,15,5,20
r8c-2597-a7583d1c9ffefa72,2597,E1_ROLLING,RR-INTERMITTENT/4,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,15,5,20
r8c-2598-c2ffe467ff94f5c5,2598,E1_ROLLING,RR-INTERMITTENT/4,DT-RAMDE_TS2_FULL,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,12,8,20
r8c-2599-081f2326155f91f6,2599,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_FIXED_DE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,15,5,20
r8c-2600-b920e845751b79a4,2600,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_JDE_STYLE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2601-ce9bb4772e62acc1,2601,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_SHADE_STYLE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,15,5,20
r8c-2602-1344d64f2f9474f4,2602,E1_ROLLING,RR-INTERMITTENT/4,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,15,5,20
r8c-2603-a89d5e6129f70649,2603,E1_ROLLING,RR-INTERMITTENT/4,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,15,5,20
r8c-2604-67d499b71153c6b5,2604,E1_ROLLING,RR-INTERMITTENT/4,DT-RAMDE_TS2_FULL,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,12,8,20
r8c-2605-a4b390e5b61b8f0b,2605,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_FIXED_DE_PARETO,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,15,5,20
r8c-2606-1104ac65050f4629,2606,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_JDE_STYLE_PARETO,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2607-92fc45b66b70f427,2607,E1_ROLLING,RR-INTERMITTENT/4,MATCHED_SHADE_STYLE_PARETO,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,15,5,20
r8c-2608-5fa772d468556278,2608,E1_ROLLING,RR-INTERMITTENT/4,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2609-04c3ef3ec968d2c2,2609,E1_ROLLING,RR-INTERMITTENT/4,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,15,5,20
r8c-2610-b63cb25ea242d435,2610,E1_ROLLING,RR-INTERMITTENT/5,DT-RAMDE_TS2_FULL,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,14,6,20
r8c-2611-6b37f074a07b1bd0,2611,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_FIXED_DE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,17,3,20
r8c-2612-66aadb0cb87e9d07,2612,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_JDE_STYLE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2613-a602873a7a765523,2613,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_SHADE_STYLE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,17,3,20
r8c-2614-34700e9aea1594e1,2614,E1_ROLLING,RR-INTERMITTENT/5,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,17,3,20
r8c-2615-ff79a27bc93f8a41,2615,E1_ROLLING,RR-INTERMITTENT/5,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2616-7fd5b34c05624a0a,2616,E1_ROLLING,RR-INTERMITTENT/5,DT-RAMDE_TS2_FULL,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,12,8,20
r8c-2617-25ff7ef783b24e7a,2617,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_FIXED_DE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2618-36076f4ea23a24ef,2618,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_JDE_STYLE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2619-771e706bc6463a9a,2619,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_SHADE_STYLE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,17,3,20
r8c-2620-e5dc8c6f9c76ccad,2620,E1_ROLLING,RR-INTERMITTENT/5,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,17,3,20
r8c-2621-712c4a10e0dd0b53,2621,E1_ROLLING,RR-INTERMITTENT/5,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2622-54509cb865849d04,2622,E1_ROLLING,RR-INTERMITTENT/5,DT-RAMDE_TS2_FULL,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,13,7,20
r8c-2623-31e570f1ea5dde32,2623,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_FIXED_DE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,17,3,20
r8c-2624-ecc13ad269f7545f,2624,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_JDE_STYLE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2625-f419efa76ea8a911,2625,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_SHADE_STYLE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2626-c306a728d6afcf88,2626,E1_ROLLING,RR-INTERMITTENT/5,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,17,3,20
r8c-2627-fb02637fa52f914a,2627,E1_ROLLING,RR-INTERMITTENT/5,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,17,3,20
r8c-2628-fdf0defacf9dd18d,2628,E1_ROLLING,RR-INTERMITTENT/5,DT-RAMDE_TS2_FULL,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2629-11f641ad826e4c9f,2629,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_FIXED_DE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,17,3,20
r8c-2630-e5b0654dfd32e50f,2630,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_JDE_STYLE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2631-4126cff98ae0fa53,2631,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_SHADE_STYLE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2632-7800463e115f23cc,2632,E1_ROLLING,RR-INTERMITTENT/5,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,17,3,20
r8c-2633-f4f278f9abf6512a,2633,E1_ROLLING,RR-INTERMITTENT/5,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,17,3,20
r8c-2634-285df0b7293ded70,2634,E1_ROLLING,RR-INTERMITTENT/5,DT-RAMDE_TS2_FULL,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,14,6,20
r8c-2635-e76c1633d57d4382,2635,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_FIXED_DE_PARETO,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2636-ac4d6be9353f941c,2636,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_JDE_STYLE_PARETO,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,2,20,17,3,20
r8c-2637-015bde0abe1926cb,2637,E1_ROLLING,RR-INTERMITTENT/5,MATCHED_SHADE_STYLE_PARETO,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2638-5d1f88a0ecd22b75,2638,E1_ROLLING,RR-INTERMITTENT/5,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2639-d7723780b5ec406b,2639,E1_ROLLING,RR-INTERMITTENT/5,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,17,3,20
r8c-2640-b4a9d1f28b71e42e,2640,E1_ROLLING,RR-INTERMITTENT/6,DT-RAMDE_TS2_FULL,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2641-b603b0db6e1484ef,2641,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_FIXED_DE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2642-86241069bba0c84b,2642,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_JDE_STYLE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2643-1592ff54f9779b3f,2643,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_SHADE_STYLE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2644-55d15e82f34e75b6,2644,E1_ROLLING,RR-INTERMITTENT/6,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2645-2cc991492460853d,2645,E1_ROLLING,RR-INTERMITTENT/6,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2646-70657db053cf8fe1,2646,E1_ROLLING,RR-INTERMITTENT/6,DT-RAMDE_TS2_FULL,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2647-e02421ffe79caa6c,2647,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_FIXED_DE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2648-677401216af8da31,2648,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_JDE_STYLE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2649-c25ad44d38dd430f,2649,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_SHADE_STYLE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2650-6863b967b3129e23,2650,E1_ROLLING,RR-INTERMITTENT/6,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2651-21f41e2a76b20387,2651,E1_ROLLING,RR-INTERMITTENT/6,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2652-0595fc12f97f44fc,2652,E1_ROLLING,RR-INTERMITTENT/6,DT-RAMDE_TS2_FULL,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2653-5436aed6509f032a,2653,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_FIXED_DE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2654-a777d3ecaebc9901,2654,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_JDE_STYLE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2655-f8ddae0031f66ed2,2655,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_SHADE_STYLE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2656-783bac741ee8bc4d,2656,E1_ROLLING,RR-INTERMITTENT/6,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2657-577eea5714fd4a95,2657,E1_ROLLING,RR-INTERMITTENT/6,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2658-908c77033c43ed88,2658,E1_ROLLING,RR-INTERMITTENT/6,DT-RAMDE_TS2_FULL,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2659-b81100c14d8cebc4,2659,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_FIXED_DE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2660-8a364cfa987b1656,2660,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_JDE_STYLE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2661-440b33677ee2b8a0,2661,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_SHADE_STYLE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2662-6bc676c38c39e000,2662,E1_ROLLING,RR-INTERMITTENT/6,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2663-c05d4a465e176c7d,2663,E1_ROLLING,RR-INTERMITTENT/6,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2664-40e94fdeea4ae215,2664,E1_ROLLING,RR-INTERMITTENT/6,DT-RAMDE_TS2_FULL,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2665-296ce4c959e32b8e,2665,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_FIXED_DE_PARETO,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2666-7a03ec81d1048681,2666,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_JDE_STYLE_PARETO,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2667-87c9feb436035593,2667,E1_ROLLING,RR-INTERMITTENT/6,MATCHED_SHADE_STYLE_PARETO,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2668-7aa9014cbdae8f34,2668,E1_ROLLING,RR-INTERMITTENT/6,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2669-0664df2e91ca5f97,2669,E1_ROLLING,RR-INTERMITTENT/6,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,4,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,16,4,20
r8c-2670-0e327b357881da89,2670,E1_ROLLING,RR-INTERMITTENT/7,DT-RAMDE_TS2_FULL,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,4,16,20
r8c-2671-ea51ef485a7e0f41,2671,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_FIXED_DE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2672-e8813d635ca7365c,2672,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_JDE_STYLE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,10,10,20
r8c-2673-2609195d3caada40,2673,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_SHADE_STYLE_PARETO,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2674-3ec62e64497480f2,2674,E1_ROLLING,RR-INTERMITTENT/7,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2675-f3a7e0a5448406e4,2675,E1_ROLLING,RR-INTERMITTENT/7,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,0,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,6,14,20
r8c-2676-37611fc717b43848,2676,E1_ROLLING,RR-INTERMITTENT/7,DT-RAMDE_TS2_FULL,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,2,18,20
r8c-2677-67ef88d9c837e680,2677,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_FIXED_DE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2678-ac5d4932143dca41,2678,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_JDE_STYLE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2679-ed83ed18e620f945,2679,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_SHADE_STYLE_PARETO,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2680-1979917ab07ab758,2680,E1_ROLLING,RR-INTERMITTENT/7,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2681-77d638aa22d6262b,2681,E1_ROLLING,RR-INTERMITTENT/7,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,1,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,10,10,20
r8c-2682-d21150936ce7e8bd,2682,E1_ROLLING,RR-INTERMITTENT/7,DT-RAMDE_TS2_FULL,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,1,19,20
r8c-2683-819d8ec24f431372,2683,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_FIXED_DE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2684-b7206faf28f94e73,2684,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_JDE_STYLE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,10,10,20
r8c-2685-408c1880e2dc4fd8,2685,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_SHADE_STYLE_PARETO,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2686-ddce4c2c8a47669e,2686,E1_ROLLING,RR-INTERMITTENT/7,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2687-ac3d7a28d9cc8b87,2687,E1_ROLLING,RR-INTERMITTENT/7,JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE,2,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,9,11,20
r8c-2688-7951118eab0c066c,2688,E1_ROLLING,RR-INTERMITTENT/7,DT-RAMDE_TS2_FULL,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,0,20,20
r8c-2689-2542354ba7f875df,2689,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_FIXED_DE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,11,9,20
r8c-2690-a8c995255f00c915,2690,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_JDE_STYLE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,1,20,10,10,20
r8c-2691-6e7c256f653cf67e,2691,E1_ROLLING,RR-INTERMITTENT/7,MATCHED_SHADE_STYLE_PARETO,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
r8c-2692-aad35c672889fe26,2692,E1_ROLLING,RR-INTERMITTENT/7,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,3,COMPLETE,NOT_COMPUTED_MISSING_EXECUTION_OBSERVATION,,0,20,11,9,20
